id,label,asin,title,average_rating,rating_number,price,color,dimensions,weight,model_number,date_first_available,screen_size,display_resolution,form_factor,operating_system,display_technology,model_name,ram_gb,storage_gb
product_B07MVNFHN2,"google pixel 3 xl - factory unlocked (clearly white, 128gb) (renewed)",B07MVNFHN2,"google pixel 3 xl - factory unlocked (clearly white, 128gb) (renewed)",4.2,20,149.98,clearly white,6.22 x 3.02 x 0.31 inches,1.17 pounds,pixel 3 xl 128gb g013c,"january 16, 2019",6.3 inches,2560 x 1440,slate,,oled,pixel 3 xl,4.0,128.0
product_B00K874HD6,blu hero jr s250 unlocked gsm dual-sim cell phone (silver),B00K874HD6,blu hero jr s250 unlocked gsm dual-sim cell phone (silver),3.4,17,,,4.62 x 0.37 x 2.63 inches,3.52 ounces,ac-9ty9-p2bd-uk,"may 9, 2014",3.5 inches,,smartphone,,lcd,,,64.0
product_B074Q34TKB,"blu studio j8 - 5.5"" hd unlocked smartphone -8gb +1gb ram -rose gold",B074Q34TKB,"blu studio j8 - 5.5"" hd unlocked smartphone -8gb +1gb ram -rose gold",4.0,22,,rose gold,6.1 x 0.3 x 3 inches,14.9 ounces,s650p rose gold,"august 30, 2017",5.5 inches,720 x 1280 pixels,smartphone,android,lcd,studio j8 -rose gold,1.0,8.0
product_B089WJB3SD,samsung galaxy a50 (a505u) 64gb sprint cdma + gsm unlocked smartphone w/triple-lens cameras - black (renewed),B089WJB3SD,samsung galaxy a50 (a505u) 64gb sprint cdma + gsm unlocked smartphone w/triple-lens cameras - black (renewed),4.0,291,115.0,black,,5.9 ounces,sm-a50u,"april 30, 2020",6.4 inches,,slate,,amoled,a50,,64.0
product_B09DZZ2GM6,motorola moto g fast | 2020 | unlocked | made for us 3/32gb | 16mp camera | white & otterbox commuter lite series case for moto g fast - black,B09DZZ2GM6,motorola moto g fast | 2020 | unlocked | made for us 3/32gb | 16mp camera | white & otterbox commuter lite series case for moto g fast - black,4.4,15,206.73,white,,,,"november 5, 2021",5.7 inches,,case,,,moto g fast,,32.0
product_B07Y5KVZX1,verizon google pixel 3 xl - 64gb - not pink - ga00477-vzw (renewed),B07Y5KVZX1,verizon google pixel 3 xl - 64gb - not pink - ga00477-vzw (renewed),4.3,6,,pink,,14.1 ounces,,"september 20, 2019",6.3 inches,1440 x 2960,,android,oled,pixel 3 xl,,64.0
product_B07P6LC9KF,blu vivo xi v0330ww 32gb unlocked verizon/gsm phone w/dual 16mp + 5mp camera - silver (renewed),B07P6LC9KF,blu vivo xi v0330ww 32gb unlocked verizon/gsm phone w/dual 16mp + 5mp camera - silver (renewed),3.7,4,99.9,silver,,1.87 pounds,,"february 26, 2019",5.9 inches,720 x 1520,,,,,,32.0
product_B097BYW2NK,oneplus nord n10 (5g) 6gb(ram)+128gb 90hz display (t-mobile/sprint unlocked) be2028 64mp quad camera smartphone - black (renewed),B097BYW2NK,oneplus nord n10 (5g) 6gb(ram)+128gb 90hz display (t-mobile/sprint unlocked) be2028 64mp quad camera smartphone - black (renewed),4.0,132,,midnight ice,6 x 4 x 4 inches,14.9 ounces,be2028,"august 4, 2021",6.49 inches,,smartphone,android 10.0,lcd,nord n10 5g,6.0,128.0
product_B001GIPO9M,nokia n79 5mp camera wifi gsp 4gb memory unlocked quad band phone (c. white),B001GIPO9M,nokia n79 5mp camera wifi gsp 4gb memory unlocked quad band phone (c. white),4.8,5,,white,,3.87 ounces,n79,"october 30, 2008",2.4 inches,240 x 320,,symbian 9.3,lcd,n79,,4.0
product_B07X1WL39V,asus rog phone 2 (zs660kl) smartphone 8gb ram 128gb rom snapdragon 855 plus 6000 mah nfc android 9.0 chinese version - unlocked gsm - no warranty,B07X1WL39V,asus rog phone 2 (zs660kl) smartphone 8gb ram 128gb rom snapdragon 855 plus 6000 mah nfc android 9.0 chinese version - unlocked gsm - no warranty,4.2,45,,,6.73 x 3.06 x 0.37 inches,8.4 ounces,zs660kl,"september 29, 2019",6.59 inches,2340 x 1080,slate,,amoled,rog phone 2,8.0,128.0
product_B0725S47VQ,tracfone samsung galaxy j7 sky pro 4g lte prepaid smartphone with amazon exclusive free $40 airtime bundle,B0725S47VQ,tracfone samsung galaxy j7 sky pro 4g lte prepaid smartphone with amazon exclusive free $40 airtime bundle,4.3,381,,black,7.25 x 1.65 x 10.25 inches,12.8 ounces,tfsas727vcpet,"may 1, 2017",5.5 inches,720 x 1280 pixels,smartphone,android,,galaxy j7 sky pro,,16.0
product_B097G35FTC,"tcl 20s unlocked android smartphone with 6.67” dotch fhd+ display, 64mp quad rear camera system, 128gb+4gb ram, 5000mah battery with fast charging, milky way black",B097G35FTC,"tcl 20s unlocked android smartphone with 6.67” dotch fhd+ display, 64mp quad rear camera system, 128gb+4gb ram, 5000mah battery with fast charging, milky way black",4.0,596,139.99,milky way black,,1.06 pounds,,"june 18, 2021",6.67 inches,,smartphone,android 11.0,led,tcl 20s,4.0,4.0
product_B076K321NN,"motorola moto g5s 4g lte 32gb 5.2"" octa core 3gb ram xt1797 (lte asia africa europe some latin cuba digitel) fingerprint (gray)",B076K321NN,"motorola moto g5s 4g lte 32gb 5.2"" octa core 3gb ram xt1797 (lte asia africa europe some latin cuba digitel) fingerprint (gray)",3.5,3,,gray,2.89 x 0.32 x 5.91 inches,5.5 ounces,pa7y0009jp,"october 2, 2019",5.2 inches,,,,lcd,moto g5s,3.0,32.0
product_B00LA7IH7U,tracfone lg 305c phone,B00LA7IH7U,tracfone lg 305c phone,3.9,793,,black,6 x 8 x 2 inches,12.8 ounces,natal-mr-pn-6725101,"june 25, 2014",3.2 inches,,smartphone,,,,,
product_B08JQKJF93,"lg k71 stylus (128gb,4gb) 6.8 inch fhd+,48mp rear + 32mp selfie,dual sim gsm unlocked 4g lte (t-mobile,at and t,metro) stylo 6 international model lm-q730 (titan,tone free bluetooth bundle)",B08JQKJF93,"lg k71 stylus (128gb,4gb) 6.8 inch fhd+,48mp rear + 32mp selfie,dual sim gsm unlocked 4g lte (t-mobile,at and t,metro) stylo 6 international model lm-q730 (titan,tone free bluetooth bundle)",3.9,121,369.0,titan,,1.17 pounds,,"january 1, 2020",6.8 inches,,,,,,,128.0
product_B001QFU4WC,aspercreme heat relfgel size 2.5z aspercreme fast acting heat arthritis pain relieving gel,B001QFU4WC,aspercreme heat relfgel size 2.5z aspercreme fast acting heat arthritis pain relieving gel,4.5,71,,do-3,,3.2 ounces,chattem270272,"june 11, 2011",,,flip,,,,,
product_B097MZF398,"motorola moto g20 (64gb, 4gb) 6.5"" hd+, nfc 5000mah battery, 48mp quad rear camera, dual sim gsm global unlocked 4g lte (usa latin europe) (no verizon/boost) international model xt2128-2 (breeze blue)",B097MZF398,"motorola moto g20 (64gb, 4gb) 6.5"" hd+, nfc 5000mah battery, 48mp quad rear camera, dual sim gsm global unlocked 4g lte (usa latin europe) (no verizon/boost) international model xt2128-2 (breeze blue)",4.0,48,,breeze blue,0.36 x 2.98 x 6.5 inches,7.1 ounces,motg20breezeb,"may 26, 2021",6.5 inches,,smartphone,android,lcd,g20,4.0,64.0
product_B08K1DNVSW,kyocera duraforce pro 2 with dragontrail pro display e6921 black - unlocked | rugged 4g android smart phone,B08K1DNVSW,kyocera duraforce pro 2 with dragontrail pro display e6921 black - unlocked | rugged 4g android smart phone,3.5,40,399.99,black,,14 ounces,,"september 24, 2020",5 inches,1920 x 1080,smartphone,android 9.0,lcd,duraforce pro 2,,64.0
product_B07RY6GZSJ,azfunn mini mobile phone & bluetooth dialer headset 2-in-1 multifunction gsm cell phone support nano sim card,B07RY6GZSJ,azfunn mini mobile phone & bluetooth dialer headset 2-in-1 multifunction gsm cell phone support nano sim card,4.0,6,,"yellow, black",,2.25 ounces,,"may 17, 2019",,,smartphone,,,bm90,,32.0
product_B09993L85F,"umidigi unlocked cell phone, power 5 (3+64g) android 11 smart phone, 6150mah battery+ 6.53"" hd display smartphone with 16mp ai triple camera, dual sim android phone…",B09993L85F,"umidigi unlocked cell phone, power 5 (3+64g) android 11 smart phone, 6150mah battery+ 6.53"" hd display smartphone with 16mp ai triple camera, dual sim android phone…",3.9,561,99.39,black,6.46 x 2.99 x 0.35 inches,7.4 ounces,umidigi power5,"july 13, 2021",6.53 inches,,smartphone,,,power 5,3.0,64.0
product_B08T1WZFN7,"samsung galaxy a12 (sm-a125f/ds) dual sim,128 gb, factory unlocked gsm, international version - no warranty - blue",B08T1WZFN7,"samsung galaxy a12 (sm-a125f/ds) dual sim,128 gb, factory unlocked gsm, international version - no warranty - blue",4.1,919,184.5,,2.98 x 0.35 x 6.46 inches,7.2 ounces,sm-a125fzbhxsp,"january 14, 2021",6.5 inches,,foldable case,android 11.0,,a12,4.0,4.0
product_B09NX6CSPP,"motorola one 5g ace 2021 (128gb, 6gb) 6.7"", snapdragon 750g, 5000mah battery, us 5g / global 4g lte fully unlocked (verizon, t-mobile, at&t, global) xt2113-2 (64gb sd bundle, volcanic gray) (renewed)",B09NX6CSPP,"motorola one 5g ace 2021 (128gb, 6gb) 6.7"", snapdragon 750g, 5000mah battery, us 5g / global 4g lte fully unlocked (verizon, t-mobile, at&t, global) xt2113-2 (64gb sd bundle, volcanic gray) (renewed)",4.0,193,169.99,volcanic gray,6 x 4 x 2 inches,0.176 ounces,xt2113-2,"december 20, 2021",6.7 inches,,slate,,,,6.0,128.0
product_B0021L9FRU,sony ericsson w595 walkman unlocked phone with 3.2 mp camera-u.s. version with warranty (white),B0021L9FRU,sony ericsson w595 walkman unlocked phone with 3.2 mp camera-u.s. version with warranty (white),3.3,12,,white,3.54 x 5.12 x 5.12 inches,1.05 pounds,w595awhite,"march 20, 2009",2.2 inches,,slider,,,,,2.0
product_B09KRY84FG,"cubot smartphones unlocked with 6.95"" large screen, 48mp triple camera, 5000 mah battery, 4gb/64gb (256gb extension), 4g dual sim, nfc, face id (green)",B09KRY84FG,"cubot smartphones unlocked with 6.95"" large screen, 48mp triple camera, 5000 mah battery, 4gb/64gb (256gb extension), 4g dual sim, nfc, face id (green)",3.5,150,109.99,green,16.54 x 15.75 x 8.27 inches,7.9 ounces,max 3,"september 10, 2021",6.95 inches,,bar,android 11.0,,max 3,4.0,64.0
product_B094WXLVG5,"samsung galaxy s21 ultra 5g | g998u android cell phone | us version 5g smartphone | pro-grade camera, 8k video, 108mp high res | 128gb, phantom silver - verizon locked - (renewed)",B094WXLVG5,"samsung galaxy s21 ultra 5g | g998u android cell phone | us version 5g smartphone | pro-grade camera, 8k video, 108mp high res | 128gb, phantom silver - verizon locked - (renewed)",4.4,31,429.99,phantom black,6.7 x 3.4 x 2.44 inches,12.8 ounces,samsung galaxy s21 ultra 5g,"may 13, 2021",,,,android,,s21 ultra,,128.0
product_B0BQHR1V6D,"cubot unlocked smartphones, note 8 android 11 phone unlocked, 4g dual sim unlocked cell phones, 5.5'' hd display, triple cameras, 2gb/16gb, 128gb extension, 3100mah battery, us version, green",B0BQHR1V6D,"cubot unlocked smartphones, note 8 android 11 phone unlocked, 4g dual sim unlocked cell phones, 5.5'' hd display, triple cameras, 2gb/16gb, 128gb extension, 3100mah battery, us version, green",3.4,3,59.98,green,,12.7 ounces,note 8,"july 6, 2022",4 inches,,bar,android 11.0,,note 8,,64.0
product_B09PPWVQSB,"samsung galaxy s20 fe 5g factory unlocked android cell phone 128gb us version smartphone pro-grade camera 30x space zoom night mode, cloud red",B09PPWVQSB,"samsung galaxy s20 fe 5g factory unlocked android cell phone 128gb us version smartphone pro-grade camera 30x space zoom night mode, cloud red",4.5,14110,599.99,cloud red,6.7 x 3.4 x 2.44 inches,14.8 ounces,sm-g781uzrmxaa,"september 23, 2020",6.5 inches,,smartphone,,,galaxy s20 fe,6.0,128.0
product_B071RFBN8M,"slide dual sim 5.5"" unlocked smartphone, android 6, quad core 1.3ghz processor, 8gb storage, 1gb ram, 8mp camera, worldwide 3g gsm coverage- silver (sp5513)",B071RFBN8M,"slide dual sim 5.5"" unlocked smartphone, android 6, quad core 1.3ghz processor, 8gb storage, 1gb ram, 8mp camera, worldwide 3g gsm coverage- silver (sp5513)",3.3,8,,,4.72 x 3.94 x 5.12 inches,7.1 ounces,sp5513sl,"april 20, 2017",5 inches,1280 x 720 pixels,smartphone,,"lcd, led",,,8.0
product_B07N4BF1Y7,lg g6 ls993 32gb mystic white - boost mobile(renewed),B07N4BF1Y7,lg g6 ls993 32gb mystic white - boost mobile(renewed),3.9,90,,mystic white,,11.2 ounces,,"february 4, 2019",,,,,,,,32.0
product_B097S2NZFQ,"blu studio x10 5.0"" s970eq 16gb dual-sim 8mp android smartphone (green)",B097S2NZFQ,"blu studio x10 5.0"" s970eq 16gb dual-sim 8mp android smartphone (green)",3.3,8,67.99,green,,12 ounces,,"june 24, 2021",5 inches,,smartphone,android,led,studio x10,,16.0
product_B0BRZD28C9,"total by verizon blu view 2, 32gb, black - prepaid smartphone (locked)",B0BRZD28C9,"total by verizon blu view 2, 32gb, black - prepaid smartphone (locked)",4.1,170,29.99,black,1.5 x 6.31 x 8.25 inches,12.8 ounces,tvblb131dcp,"october 3, 2022",5.45 inches,,,android 11.0,,blu view 2,,32.0
product_B08QZFHPHK,"cubot note 20 pro 8gb/128gb unlocked phone, smartphone with 6.5 inch dewdrop, four rear camera, 4200mah battery, android 10, 4g dual sim, nfc, gps, wifi (green)",B08QZFHPHK,"cubot note 20 pro 8gb/128gb unlocked phone, smartphone with 6.5 inch dewdrop, four rear camera, 4200mah battery, android 10, 4g dual sim, nfc, gps, wifi (green)",3.6,218,,green-8+128gb,6.3 x 3.54 x 0.31 inches,7.1 ounces,cubot note20 pro,"january 6, 2021",6.5 inches,1280 x 720,smartphone,,,69241367,8.0,8.0
product_B078NJ5W3N,samsung galaxy s8 active sm-g892u 64gb meteor gray t-mobile smartphone,B078NJ5W3N,samsung galaxy s8 active sm-g892u 64gb meteor gray t-mobile smartphone,4.1,19,124.6,meteor gray,,1 pounds,g892u,"december 27, 2017",5.8 inches,,smartphone,,amoled,galaxy s8 active,,64.0
product_B01N533TXR,"cellallure cell allure miracle s 6"" hd screen gold unlocked smartphone",B01N533TXR,"cellallure cell allure miracle s 6"" hd screen gold unlocked smartphone",3.1,11,,gold,7.2 x 3.9 x 1.7 inches,4.8 ounces,caphg43-03,"october 15, 2016",6 inches,1280 x 720 pixels,touchscreen,,lcd,miracle 6.0 s,,16.0
product_B00ACMCARM,mgxin headphone jack adapter aux headphone adapter connector audio earphone adapter charger cable converter adaptor run,B00ACMCARM,mgxin headphone jack adapter aux headphone adapter connector audio earphone adapter charger cable converter adaptor run,3.3,38,,grey,54 x 30 x 0.5 inches,1.5 pounds,ptadorbs,"december 6, 2012",,,,,,,,
product_B00FH4MFM0,huawei ascend ii m865 android - us cellular,B00FH4MFM0,huawei ascend ii m865 android - us cellular,2.5,3,,black,,8.8 ounces,54364,"september 27, 2013",3.5 inches,,smartphone,,,,,
product_B005EHFBE4,"sony ericsson ck15euwh txt pro unlocked gsm smartphone with 3mp camera, wi-fi, qwerty keyboard, white",B005EHFBE4,"sony ericsson ck15euwh txt pro unlocked gsm smartphone with 3mp camera, wi-fi, qwerty keyboard, white",3.3,5,,white,3.66 x 0.7 x 2.04 inches,3.2 ounces,ck15euwh,"july 25, 2011",3 inches,,flip,,lcd,ck15euwh,,64.0
product_B09LPBQBPT,"apple iphone 13 pro, 256gb, gold - unlocked (renewed)",B09LPBQBPT,"apple iphone 13 pro, 256gb, gold - unlocked (renewed)",4.2,878,848.0,gold,7 x 4 x 5 inches,1 pounds,iphone 13 pro,"november 11, 2021",6.1 inches,,slate,ios,,13 pro,,256.0
product_B08YN5PRNG,"blackview unlocked smartphones, a80, 4g dual sim unlocked cell phones, bundle android 10 os 2gb+16gb rom, 6.2"" hd+, fingerprint face detection, 4200mah high capacity battery, t-mobile phone unlocked",B08YN5PRNG,"blackview unlocked smartphones, a80, 4g dual sim unlocked cell phones, bundle android 10 os 2gb+16gb rom, 6.2"" hd+, fingerprint face detection, 4200mah high capacity battery, t-mobile phone unlocked",3.7,1073,,a80-black,5.62 x 2.79 x 0.37 inches,12.6 ounces,,"march 11, 2021",6.21 inches,,smartphone,,,sc-us-a80b-black,2.0,16.0
product_B08GMBCM5V,motorola moto g9 play xt2083 dual-sim 64gb + 4gb ram (gsm only | no cdma) factory unlocked 4g/lte smartphone (sapphire blue) - international version,B08GMBCM5V,motorola moto g9 play xt2083 dual-sim 64gb + 4gb ram (gsm only | no cdma) factory unlocked 4g/lte smartphone (sapphire blue) - international version,4.3,460,,sapphire blue,2.98 x 0.36 x 6.5 inches,12 ounces,pakk0017is,"november 16, 2020",6.5 inches,1280 x 720,slate,android 10.0,,moto g9 play,4.0,4.0
product_B0BQYFJ9VM,"doogee s89 pro 4g rugged smartphone, 12000mah battery 65w fast charging, android 12 8gb+256gb waterproof cell phone, 64mp camera+ 20mp night vision camera, 6.3""fhd+ screen dual sim rugged phone orange",B0BQYFJ9VM,"doogee s89 pro 4g rugged smartphone, 12000mah battery 65w fast charging, android 12 8gb+256gb waterproof cell phone, 64mp camera+ 20mp night vision camera, 6.3""fhd+ screen dual sim rugged phone orange",3.9,109,379.99,s89 pro orange,,14.1 ounces,doogee s89 pro,"august 5, 2022",6.3 inches,,smartphone,,,doogee s61,,256.0
product_B08HJZ35RR,"uleway unlocked basic cell phone,3g single sim big button large volume easy to use basic mobile phone(black)",B08HJZ35RR,"uleway unlocked basic cell phone,3g single sim big button large volume easy to use basic mobile phone(black)",3.3,73,,"red, black",,5.6 ounces,w180,"september 5, 2020",1.8 inches,,bar,,,w180,,32.0
product_B0B783YH4L,samsung galaxy a73 5g dual a736b 256gb 8gb ram factory unlocked (gsm only | no cdma - not compatible with verizon/sprint) – awesome mint,B0B783YH4L,samsung galaxy a73 5g dual a736b 256gb 8gb ram factory unlocked (gsm only | no cdma - not compatible with verizon/sprint) – awesome mint,3.7,18,471.95,mint,6.7 x 3 x 0.4 inches,12 ounces,a736b,"july 21, 2022",6.7 inches,,slate,,,galaxy a73,8.0,256.0
product_B07NQQRY61,blu r1 hd - 8 gb - black (renewed),B07NQQRY61,blu r1 hd - 8 gb - black (renewed),3.6,19,,black,5.7 x 0.3 x 2.8 inches,8 ounces,,"february 14, 2019",,,smartphone,,led,,,
product_B08J4JPN7J,lg simple mobile premier pro plus 4g lte prepaid smartphone (locked) - black - 32gb - sim card included - gsm,B08J4JPN7J,lg simple mobile premier pro plus 4g lte prepaid smartphone (locked) - black - 32gb - sim card included - gsm,4.0,78,,black,0.3 x 2.92 x 6.2 inches,1.26 pounds,smlgl455dgp5,"september 1, 2020",6.1 inches,,smartphone,android 9.0,,premier pro plus,2.0,32.0
product_B08FYLJK6B,"tianhoo cell phone for seniors 4g/lte unlocked, 4g senior cell phone unlocked, dual card standby, senior cell phone 4g unlocked att with charging dock speaker (yellow)",B08FYLJK6B,"tianhoo cell phone for seniors 4g/lte unlocked, 4g senior cell phone unlocked, dual card standby, senior cell phone 4g unlocked att with charging dock speaker (yellow)",2.6,97,,yellow,,14.9 ounces,,"august 16, 2020",3.5 inches,,,,led,,512.0,512.0
product_B07PK19RBL,"rugged cell phone unlocked, blackview bv5500 gsm ip68 waterproof smartphone, android 8.1 3g dual sim 5.5inches quad core 2gb+16gb,4400mah battery [mil-std 810g] [facial id] mobile phones,black",B07PK19RBL,"rugged cell phone unlocked, blackview bv5500 gsm ip68 waterproof smartphone, android 8.1 3g dual sim 5.5inches quad core 2gb+16gb,4400mah battery [mil-std 810g] [facial id] mobile phones,black",3.8,364,,bv5500,6 x 2.9 x 0.51 inches,7.8 ounces,bv5500 black,"march 30, 2019",5.5 inches,720 x 1440,smartphone,,"lcd, led",bv5500,2.0,16.0
product_B07WPX7VCG,"unlocked cell phone, oukitel c17 pro 64gb+4gb unlocked phones 13+5mp triple-lens camera unlocked smartphone 6.35 inch blind hole display mobile phone mt6763 cpu-black",B07WPX7VCG,"unlocked cell phone, oukitel c17 pro 64gb+4gb unlocked phones 13+5mp triple-lens camera unlocked smartphone 6.35 inch blind hole display mobile phone mt6763 cpu-black",3.9,33,,black,6.2 x 2.9 x 0.34 inches,13.6 ounces,c31,"august 26, 2019",6.35 inches,,,android 9.0,,,,64.0
product_B08RDHK355,"umidigi a9 pro unlocked cell phones(4+64gb) 6.3"" fhd+ full screen, 4150mah high capacity battery smartphone with ai matrix quad camera, dual sim phone",B08RDHK355,"umidigi a9 pro unlocked cell phones(4+64gb) 6.3"" fhd+ full screen, 4150mah high capacity battery smartphone with ai matrix quad camera, dual sim phone",3.4,15,,onyx black,0.34 x 2.95 x 6.25 inches,7.2 ounces,a9pro,"april 30, 2021",6.3 inches,,smartphone,,,a9 pro,4.0,64.0
product_B005GTIRIM,siemens gigaset sl910 piano black limited edition brand new genuine,B005GTIRIM,siemens gigaset sl910 piano black limited edition brand new genuine,4.1,495,,black,6.3 x 8.66 x 3.54 inches,7 ounces,s30852-h2300-b101,"april 27, 2013",,,,,,,,
