id,label,key,value,label,numeric_value,unit
spec_package_dimensions_772x748x22inches,package dimensions: 7.72 x 7.48 x 2.2 inches,package_dimensions,7.72 x 7.48 x 2.2 inches,package dimensions,,
spec_batteries_1productspecificbatteriesrequired,batteries: 1 product specific batteries required.,batteries,1 product specific batteries required.,batteries,,
spec_os_symbian93,os: symbian 9.3,os,symbian 9.3,os,,
spec_gps_gpsreceiver,gps: gps receiver,gps,gps receiver,gps,,
spec_human_interface_input_dial,human interface input: dial,human_interface_input,dial,human interface input,,
spec_phone_talk_time_24hours,phone talk time: 24 hours,phone_talk_time,24 hours,phone talk time,24.0,h
spec_human_interface_input_microphone,human interface input: microphone,human_interface_input,microphone,human interface input,,
spec_package_dimensions_705x358x236inches,package dimensions: 7.05 x 3.58 x 2.36 inches,package_dimensions,7.05 x 3.58 x 2.36 inches,package dimensions,,
spec_batteries_1lithiumpolymerbatteriesrequired,batteries: 1 lithium polymer batteries required.,batteries,1 lithium polymer batteries required.,batteries,,
spec_special_features_touchscreencamera,"special features: touchscreen, camera",special_features,"touchscreen, camera",special features,,
spec_biometric_security_feature_fingerprintrecognition,biometric security feature: fingerprint recognition,biometric_security_feature,fingerprint recognition,biometric security feature,,
spec_included_components_videorecordercamera,"included components: video recorder, camera",included_components,"video recorder, camera",included components,,
spec_package_dimensions_74x39x244inches,package dimensions: 7.4 x 3.9 x 2.44 inches,package_dimensions,7.4 x 3.9 x 2.44 inches,package dimensions,,
spec_item_form_gel,item form: gel,item_form,gel,item form,,
spec_active_ingredients_menthol,active ingredients: menthol,active_ingredients,menthol,active ingredients,,
spec_product_benefits_arthritis,product benefits: arthritis,product_benefits,arthritis,product benefits,,
spec_age_range_description_adult,age range (description): adult,age_range_description,adult,age range (description),,
spec_wireless_communication_technologies_bluetoothcellularnfc,"wireless communication technologies: bluetooth, cellular, nfc",wireless_communication_technologies,"bluetooth, cellular, nfc",wireless communication technologies,,
spec_package_dimensions_709x394x22inches,package dimensions: 7.09 x 3.94 x 2.2 inches,package_dimensions,7.09 x 3.94 x 2.2 inches,package dimensions,,
spec_human_interface_input_touchscreenmicrophone,"human interface input: touchscreen, microphone",human_interface_input,"touchscreen, microphone",human interface input,,
spec_package_dimensions_59x32x13inches,package dimensions: 5.9 x 3.2 x 1.3 inches,package_dimensions,5.9 x 3.2 x 1.3 inches,package dimensions,,
spec_connector_type_usb,connector type: usb,connector_type,usb,connector type,,
spec_human_interface_input_microphonebuttons,"human interface input: microphone, buttons",human_interface_input,"microphone, buttons",human interface input,,
spec_phone_talk_time_2040minutes,phone talk time: 2040 minutes,phone_talk_time,2040 minutes,phone talk time,,
spec_ram_memory_installed_size_4gb,ram memory installed size: 4 gb,ram_memory_installed_size,4 gb,ram memory installed size,4.0,gb
spec_best_sellers_rank_amazonrenewed2767climatepledgefriendlyelectronics3059,"best sellers rank: {'amazon renewed': 2767, 'climate pledge friendly: electronics': 3059}",best_sellers_rank,"{'amazon renewed': 2767, 'climate pledge friendly: electronics': 3059}",best sellers rank,,
spec_battery_power_rating_5000milliamphours,battery power rating: 5000 milliamp hours,battery_power_rating,5000 milliamp hours,battery power rating,,
spec_ram_memory_installed_size_6gb,ram memory installed size: 6 gb,ram_memory_installed_size,6 gb,ram memory installed size,6.0,gb
spec_phone_talk_time_9hours,phone talk time: 9 hours,phone_talk_time,9 hours,phone talk time,9.0,h
spec_memory_storage_capacity_2gb,memory storage capacity: 2 gb,memory_storage_capacity,2 gb,memory storage capacity,2.0,gb
spec_special_features_dualsimfaceidoctacorecpunfclargescreen,"special features: dual sim, face id, octa core cpu, nfc, large screen",special_features,"dual sim, face id, octa core cpu, nfc, large screen",special features,,
spec_other_camera_features_48mprearcamera16mpfrontcamera5mpmacrolens03mpphotosensitivelens,other camera features: 48mp rear camera+16mp front camera+5mp macro lens+0.3mp photosensitive lens,other_camera_features,48mp rear camera+16mp front camera+5mp macro lens+0.3mp photosensitive lens,other camera features,,
spec_audio_jack_usbtypec,audio jack: usb type c,audio_jack,usb type c,audio jack,,
spec_phone_talk_time_49hours,phone talk time: 49 hours,phone_talk_time,49 hours,phone talk time,49.0,h
spec_phone_standby_time_with_data_200hours,phone standby time (with data): 200 hours,phone_standby_time_with_data,200 hours,phone standby time (with data),200.0,h
spec_best_sellers_rank_amazonrenewed22442climatepledgefriendlyelectronics7585,"best sellers rank: {'amazon renewed': 22442, 'climate pledge friendly: electronics': 7585}",best_sellers_rank,"{'amazon renewed': 22442, 'climate pledge friendly: electronics': 7585}",best sellers rank,,
spec_package_dimensions_677x512x126inches,package dimensions: 6.77 x 5.12 x 1.26 inches,package_dimensions,6.77 x 5.12 x 1.26 inches,package dimensions,,
spec_ram_64,ram: 64,ram,64,ram,,
spec_special_features_p4gandroidsmartphonepp13mprearmainlensppsimfreeunlockedmobilephonespp55inchwaterdropscreenpp8mpfrontcamerap,"special features: <p>💡4g android smartphone</p>, <p>💡13 mp rear main lens</p>, <p>💡sim free & unlocked mobile phones</p>, <p>💡5.5 inch waterdrop screen</p>, <p>💡8 mp front camera</p>",special_features,"<p>💡4g android smartphone</p>, <p>💡13 mp rear main lens</p>, <p>💡sim free & unlocked mobile phones</p>, <p>💡5.5 inch waterdrop screen</p>, <p>💡8 mp front camera</p>",special features,,
spec_battery_power_rating_3100,battery power rating: 3100,battery_power_rating,3100,battery power rating,,
spec_best_sellers_rank_climatepledgefriendly17366climatepledgefriendlyelectronics3998,"best sellers rank: {'climate pledge friendly': 17366, 'climate pledge friendly: electronics': 3998}",best_sellers_rank,"{'climate pledge friendly': 17366, 'climate pledge friendly: electronics': 3998}",best sellers rank,,
spec_wireless_communication_technologies_bluetoothcellular3gwifi,"wireless communication technologies: bluetooth, cellular, 3g, wi-fi",wireless_communication_technologies,"bluetooth, cellular, 3g, wi-fi",wireless communication technologies,,
spec_other_camera_features_frontrearvideo,"other camera features: front, rear, video",other_camera_features,"front, rear, video",other camera features,,
spec_battery_power_rating_16,battery power rating: 16,battery_power_rating,16,battery power rating,,
spec_special_features_bluetoothenabledquadcoreprocessordualsimexpandablememorytouchscreen,"special features: bluetooth enabled, quad core processor, dual sim, expandable memory, touchscreen",special_features,"bluetooth enabled, quad core processor, dual sim, expandable memory, touchscreen",special features,,
spec_package_dimensions_71x42x28inches,package dimensions: 7.1 x 4.2 x 2.8 inches,package_dimensions,7.1 x 4.2 x 2.8 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed34559climatepledgefriendlyelectronics9079,"best sellers rank: {'amazon renewed': 34559, 'climate pledge friendly: electronics': 9079}",best_sellers_rank,"{'amazon renewed': 34559, 'climate pledge friendly: electronics': 9079}",best sellers rank,,
spec_rear_camera_resolution_13mp,rear camera resolution: 13 mp,rear_camera_resolution,13 mp,rear camera resolution,13.0,mp
spec_package_dimensions_665x362x201inches,package dimensions: 6.65 x 3.62 x 2.01 inches,package_dimensions,6.65 x 3.62 x 2.01 inches,package dimensions,,
spec_package_dimensions_7x45x15inches,package dimensions: 7 x 4.5 x 1.5 inches,package_dimensions,7 x 4.5 x 1.5 inches,package dimensions,,
spec_best_sellers_rank_climatepledgefriendly21102climatepledgefriendlyelectronics4705,"best sellers rank: {'climate pledge friendly': 21102, 'climate pledge friendly: electronics': 4705}",best_sellers_rank,"{'climate pledge friendly': 21102, 'climate pledge friendly: electronics': 4705}",best sellers rank,,
spec_compatible_devices_headphonecellularphones,"compatible devices: headphone, cellular phones",compatible_devices,"headphone, cellular phones",compatible devices,,
spec_specific_uses_for_product_telephone,specific uses for product: telephone,specific_uses_for_product,telephone,specific uses for product,,
spec_connector_type_auxiliary,connector type: auxiliary,connector_type,auxiliary,connector type,,
spec_item_dimensions_lxwxh_54x30x05inches,item dimensions lxwxh: 54 x 30 x 0.5 inches,item_dimensions_lxwxh,54 x 30 x 0.5 inches,item dimensions lxwxh,,
spec_package_dimensions_57x53x33inches,package dimensions: 5.7 x 5.3 x 3.3 inches,package_dimensions,5.7 x 5.3 x 3.3 inches,package dimensions,,
spec_special_features_smartphonecamera,"special features: smartphone, camera",special_features,"smartphone, camera",special features,,
spec_compatible_devices_cellphone,compatible devices: cellphone,compatible_devices,cellphone,compatible devices,,
spec_compatible_phone_models_huawei,compatible phone models: huawei,compatible_phone_models,huawei,compatible phone models,,
spec_special_feature_smartphonecamera,"special feature: smartphone, camera",special_feature,"smartphone, camera",special feature,,
spec_unit_count_10count,unit count: 1.0 count,unit_count,1.0 count,unit count,,
spec_number_of_items_1,number of items: 1,number_of_items,1,number of items,,
spec_memory_storage_capacity_64mb,memory storage capacity: 64 mb,memory_storage_capacity,64 mb,memory storage capacity,64.0,mb
spec_best_sellers_rank_amazonrenewed119climatepledgefriendlyelectronics715,"best sellers rank: {'amazon renewed': 119, 'climate pledge friendly: electronics': 715}",best_sellers_rank,"{'amazon renewed': 119, 'climate pledge friendly: electronics': 715}",best sellers rank,,
spec_battery_power_rating_4200,battery power rating: 4200,battery_power_rating,4200,battery power rating,,
spec_human_interface_input_touchscreenkeyboardnumerickeypad,"human interface input: touchscreen, keyboard, numeric keypad",human_interface_input,"touchscreen, keyboard, numeric keypad",human interface input,,
spec_package_dimensions_756x406x331inches,package dimensions: 7.56 x 4.06 x 3.31 inches,package_dimensions,7.56 x 4.06 x 3.31 inches,package dimensions,,
spec_batteries_2lithiumpolymerbatteriesrequiredincluded,batteries: 2 lithium polymer batteries required. (included),batteries,2 lithium polymer batteries required. (included),batteries,,
spec_special_features_gps,"special features: 坚固的机身, 内置 gps, 无线充电, 反向无线充电, 耐水性",special_features,"坚固的机身, 内置 gps, 无线充电, 反向无线充电, 耐水性",special features,,
spec_battery_power_rating_12000,battery power rating: 12000,battery_power_rating,12000,battery power rating,,
spec_package_dimensions_508x406x228inches,package dimensions: 5.08 x 4.06 x 2.28 inches,package_dimensions,5.08 x 4.06 x 2.28 inches,package dimensions,,
spec_phone_talk_time_4hours,phone talk time: 4 hours,phone_talk_time,4 hours,phone talk time,4.0,h
spec_special_features_builtingps,special features: built-in gps,special_features,built-in gps,special features,,
spec_battery_power_rating_3500,battery power rating: 3500,battery_power_rating,3500,battery power rating,,
spec_package_dimensions_539x37x362inches,package dimensions: 5.39 x 3.7 x 3.62 inches,package_dimensions,5.39 x 3.7 x 3.62 inches,package dimensions,,
spec_battery_power_rating_2000,battery power rating: 2000,battery_power_rating,2000,battery power rating,,
spec_memory_storage_capacity_512mb,memory storage capacity: 512 mb,memory_storage_capacity,512 mb,memory storage capacity,512.0,mb
spec_os_android404platform,os: android 4.0.4 platform,os,android 4.0.4 platform,os,,
spec_special_features_touchscreen,special features: touchscreen,special_features,touchscreen,special features,,
spec_telephone_type_corded,telephone type: corded,telephone_type,corded,telephone type,,
spec_number_of_batteries_1lithiumionbatteriesrequiredincluded,number of batteries: 1 lithium ion batteries required. (included),number_of_batteries,1 lithium ion batteries required. (included),number of batteries,,
spec_material_metall,material: metall,material,metall,material,,
spec_power_source_cordedelectric,power source: corded electric,power_source,corded electric,power source,,
spec_item_dimensions_lxwxh_63x866x354inches,item dimensions lxwxh: 6.3 x 8.66 x 3.54 inches,item_dimensions_lxwxh,6.3 x 8.66 x 3.54 inches,item dimensions lxwxh,,
spec_answering_system_type_digital,answering system type: digital,answering_system_type,digital,answering system type,,
spec_weight_02kilograms,weight: 0.2 kilograms,weight,0.2 kilograms,weight,0.2,kg
spec_recording_capacity_17minutes,recording capacity: 17 minutes,recording_capacity,17 minutes,recording capacity,,
spec_special_features_heavydutyprotectionwaterproofcardslots,"special features: heavy duty protection, waterproof, card slots",special_features,"heavy duty protection, waterproof, card slots",special features,,
spec_battery_power_rating_5180,battery power rating: 5180,battery_power_rating,5180,battery power rating,,
spec_phone_talk_time_31hours,phone talk time: 31 hours,phone_talk_time,31 hours,phone talk time,31.0,h
spec_dialer_type_singlekeypad,dialer type: single keypad,dialer_type,single keypad,dialer type,,
spec_item_dimensions_lxwxh_12x95x4inches,item dimensions lxwxh: 12 x 9.5 x 4 inches,item_dimensions_lxwxh,12 x 9.5 x 4 inches,item dimensions lxwxh,,
spec_is_discontinued_by_manufacturer_yes,is discontinued by manufacturer: yes,is_discontinued_by_manufacturer,yes,is discontinued by manufacturer,,
